1.683	3.184
1.543	2.759
1.538	3.105
1.608	3.301
1.461	2.988
1.57	2.952
1.516	3.052
1.562	3.143
1.673	3.179
1.693	3.189
1.568	3.006
1.703	3.434
1.728	3.213
1.603	3.205
1.723	3.465
1.559	3.187
1.703	3.284
1.646	3.345
1.627	3.282
1.68	3.18
1.543	3.161
1.729	3.305
1.652	3.114
1.771	3.525
1.673	3.292
1.579	2.976
1.586	3.001
1.596	2.99
1.545	2.988
1.592	2.987
1.702	3.41
1.851	3.638
1.73	3.48
1.702	3.251
1.669	3.345
1.78	3.467
1.657	3.127
1.601	3.208
1.565	3.207
1.608	2.973
1.801	3.542
1.657	3.105
1.686	3.379
1.676	3.364
1.601	3.092
