0.523	3.136
1.328	2.937
1.44	3.089
1.488	3.093
1.364	3.121
1.451	3.084
1.47	3.09
1.575	2.996
1.448	3.094
1.492	3.094
1.349	3.119
1.304	3.11
1.446	3.091
1.354	3.083
1.307	2.871
1.531	3.103
1.465	3.09
1.412	2.903
1.649	2.995
1.729	2.999
1.576	3.055
1.463	3.087
1.458	3.09
1.178	2.901
1.394	2.881
1.427	2.914
1.469	3.073
1.355	3.103
1.649	2.93
1.928	2.916
1.608	2.939
1.231	2.864
1.243	2.91
1.181	2.877
1.31	2.935
1.383	2.911
1.386	2.911
1.221	2.904
1.118	3.1
1.179	3.133
1.328	2.85
1.329	3.151
1.383	3.11
1.301	3.121
1.202	2.846
